,keys,values
6326,amicos,"[('httptcomzvqxbktscasualty', 1), ('photos', 1), ('seeyouatamicos', 1), ('amicospizzato', 1), ('casualty', 1), ('tag', 1), ('real', 1), ('gritty', 1), ('pasta', 1), ('us', 1), ('thursdays', 1), ('wanted', 1)]"
6328,amicospizzato,"[('httptcomzvqxbktscasualty', 1), ('photos', 1), ('amicos', 1), ('seeyouatamicos', 1), ('casualty', 1), ('tag', 1), ('real', 1), ('gritty', 1), ('pasta', 1), ('us', 1), ('thursdays', 1), ('wanted', 1)]"
6330,gritty,"[('httptcomzvqxbktscasualty', 1), ('photos', 1), ('amicos', 1), ('seeyouatamicos', 1), ('amicospizzato', 1), ('casualty', 1), ('tag', 1), ('real', 1), ('pasta', 1), ('us', 1), ('thursdays', 1), ('wanted', 1)]"
6331,thursdays,"[('httptcomzvqxbktscasualty', 1), ('photos', 1), ('amicos', 1), ('seeyouatamicos', 1), ('amicospizzato', 1), ('casualty', 1), ('tag', 1), ('real', 1), ('gritty', 1), ('pasta', 1), ('us', 1), ('wanted', 1)]"
6329,tag,"[('httptcomzvqxbktscasualty', 1), ('photos', 1), ('amicos', 1), ('seeyouatamicos', 1), ('amicospizzato', 1), ('casualty', 1), ('real', 1), ('gritty', 1), ('pasta', 1), ('us', 1), ('thursdays', 1), ('wanted', 1)]"
6327,seeyouatamicos,"[('httptcomzvqxbktscasualty', 1), ('photos', 1), ('amicos', 1), ('amicospizzato', 1), ('casualty', 1), ('tag', 1), ('real', 1), ('gritty', 1), ('pasta', 1), ('us', 1), ('thursdays', 1), ('wanted', 1)]"
6457,ultimate,"[('httptcomzkpfogicatastrophe', 1), ('preparedness', 4), ('prepare', 4), ('twist', 1), ('library', 4), ('ov', 1), ('iphone', 1), ('catastrophe', 4), ('httptcoksgmydmx', 1), ('boy', 1), ('httptcoojyabyz', 1), ('httptcocjctbocxgcatastrophe', 1), ('mix', 1), ('httptcopuhcbqxcatastrophe', 1), ('song', 1), ('spark', 1), ('httptcovsgqolrg', 1), ('phuket', 1), ('nar', 1), ('httptcozpahnsxncatastrophe', 1), ('httptcoqyaendvdgc', 1)]"
6461,httptcoksgmydmx,"[('httptcomzkpfogicatastrophe', 1), ('preparedness', 1), ('ultimate', 1), ('prepare', 1), ('twist', 1), ('library', 1), ('ov', 1), ('iphone', 1), ('catastrophe', 1)]"
6460,iphone,"[('httptcomzkpfogicatastrophe', 1), ('preparedness', 1), ('ultimate', 1), ('prepare', 1), ('twist', 1), ('library', 1), ('ov', 1), ('catastrophe', 1), ('httptcoksgmydmx', 1)]"
6459,ov,"[('httptcomzkpfogicatastrophe', 1), ('preparedness', 1), ('ultimate', 1), ('prepare', 1), ('twist', 1), ('library', 1), ('iphone', 1), ('catastrophe', 1), ('httptcoksgmydmx', 1)]"
6458,twist,"[('httptcomzkpfogicatastrophe', 1), ('preparedness', 1), ('ultimate', 1), ('prepare', 1), ('library', 1), ('ov', 1), ('iphone', 1), ('catastrophe', 1), ('httptcoksgmydmx', 1)]"
2345,woman,"[('httptcomqphfgpoattack', 1), ('amp;', 2), ('obamadhs', 1), ('rape', 1), ('murder', 1), ('santa', 1), ('maria', 1), ('ca', 1), ('prior', 1), ('offenses', 1), ('released', 1), ('alien', 1), ('times', 1), ('illegal', 1), ('charged', 1), ('adoptioncatastrophe', 1), ('gemmahentsch', 1), ('would', 1), ('prevent', 1), ('dloesch', 1), ('megynkelly', 1), ('envision', 1), ('placing', 1), ('child', 1), ('catastrophe', 1), ('crush', 4), ('made', 1), ('first', 1), ('ever', 1), ('one', 1), ('idk', 1), ('guy', 1), ('taykreidler', 1), ('httpstcowemwdtfwiccrush', 1), ('goes', 1), ('loveyouuuu', 1), ('wedneday', 1), ('aintsheperty', 1), ('beautiful', 1), ('im', 1), ('girlfriend', 1), ('httpstcoycwaulqzucrush', 1), ('youre', 1), ('stuff', 1), ('gorgeous', 1), ('completely', 1), ('right', 1), ('curfew', 1), ('start', 1), ('must', 1), ('ends', 1), ('tutor', 1), ('someone', 1), ('private', 1), ('class', 1), ('preferably', 1)]"
2341,obamadhs,"[('httptcomqphfgpoattack', 1), ('amp;', 1), ('rape', 1), ('murder', 1), ('santa', 1), ('maria', 1), ('ca', 1), ('prior', 1), ('woman', 1), ('offenses', 1), ('released', 1), ('alien', 1), ('times', 1), ('illegal', 1), ('charged', 1)]"
2344,prior,"[('httptcomqphfgpoattack', 1), ('amp;', 1), ('obamadhs', 1), ('rape', 1), ('murder', 1), ('santa', 1), ('maria', 1), ('ca', 1), ('woman', 1), ('offenses', 1), ('released', 1), ('alien', 1), ('times', 1), ('illegal', 1), ('charged', 1), ('httptcouubovygqicollapse', 1), ('ckec', 1), ('collapse', 1), ('+shooting', 1), ('spike', 1), ('theatre', 1), ('min', 1), ('twitter', 1), ('mentions', 1)]"
2346,offenses,"[('httptcomqphfgpoattack', 1), ('amp;', 1), ('obamadhs', 1), ('rape', 1), ('murder', 1), ('santa', 1), ('maria', 1), ('ca', 1), ('prior', 1), ('woman', 1), ('released', 1), ('alien', 1), ('times', 1), ('illegal', 1), ('charged', 1)]"
2348,alien,"[('httptcomqphfgpoattack', 1), ('amp;', 1), ('obamadhs', 1), ('rape', 1), ('murder', 1), ('santa', 1), ('maria', 1), ('ca', 1), ('prior', 1), ('woman', 1), ('offenses', 1), ('released', 1), ('times', 1), ('illegal', 1), ('charged', 1), ('dubstep', 1), ('messy', 1), ('mix', 1), ('event', 1), ('casualty', 1), ('httptcomulopcasualty', 1), ('recording', 1), ('httptcomulop', 1), ('trap', 1), ('hardstyle', 1), ('nowplaying', 1), ('mixify', 1)]"
2349,illegal,"[('httptcomqphfgpoattack', 1), ('amp;', 1), ('obamadhs', 1), ('rape', 1), ('murder', 1), ('santa', 1), ('maria', 1), ('ca', 1), ('prior', 1), ('woman', 1), ('offenses', 1), ('released', 1), ('alien', 1), ('times', 1), ('charged', 1)]"
2347,released,"[('httptcomqphfgpoattack', 1), ('amp;', 1), ('obamadhs', 1), ('rape', 1), ('murder', 1), ('santa', 1), ('maria', 1), ('ca', 1), ('prior', 1), ('woman', 1), ('offenses', 1), ('alien', 1), ('times', 1), ('illegal', 1), ('charged', 1)]"
2343,maria,"[('httptcomqphfgpoattack', 1), ('amp;', 1), ('obamadhs', 1), ('rape', 1), ('murder', 1), ('santa', 1), ('ca', 1), ('prior', 1), ('woman', 1), ('offenses', 1), ('released', 1), ('alien', 1), ('times', 1), ('illegal', 1), ('charged', 1)]"
2342,rape,"[('httptcomqphfgpoattack', 1), ('amp;', 1), ('obamadhs', 1), ('murder', 1), ('santa', 1), ('maria', 1), ('ca', 1), ('prior', 1), ('woman', 1), ('offenses', 1), ('released', 1), ('alien', 1), ('times', 1), ('illegal', 1), ('charged', 1)]"
5249,generalnews,"[('httptcomogurtbombing', 1), ('anniversary', 1), ('th', 1), ('atomic', 1), ('japan', 1), ('hiroshima', 1), ('marks', 1), ('bombing', 1)]"
7769,answerscrashed,"[('httptcomjtnqbgos', 1), ('via', 1), ('intact+mh+part+lifts+odds+plane+glided+not+crashed+into+sea', 1), ('yahoofinancehope', 1)]"
7770,yahoofinancehope,"[('httptcomjtnqbgos', 1), ('via', 1), ('intact+mh+part+lifts+odds+plane+glided+not+crashed+into+sea', 1), ('answerscrashed', 1)]"
7768,intact+mh+part+lifts+odds+plane+glided+not+crashed+into+sea,"[('httptcomjtnqbgos', 1), ('via', 1), ('answerscrashed', 1), ('yahoofinancehope', 1)]"
5215,marked,"[('httptcomgvdxoebombing', 1), ('anniversary', 2), ('th', 2), ('atomic', 2), ('hiroshima', 1), ('bombing', 2), ('thursday', 1), ('httptconbzikcjphpbombing', 1), ('\x89û', 1), ('japan', 1), ('bells', 1), ('hiroshima', 1), ('marks', 1), ('tolled', 1)]"
6231,confirmed,"[('httptcomfswtystacasualties', 1), ('another', 1), ('central', 1), ('command', 1), ('casualties', 1), ('pray', 1), ('day', 1), ('thankfully', 1), ('new', 1), ('passed', 1), ('please', 1), ('ferry', 1), ('went', 1), ('boatnewscollided', 1), ('collided', 2), ('dead', 2), ('carrying', 1), ('fishing', 1), ('pple', 1), ('many', 1), ('missing', 1), ('rescued', 1), ('httptcoinguztygcollided', 1), ('travelling', 1), ('boat', 1), ('lvictoria', 1), ('two', 1), ('stepkans', 1), ('media', 1)]"
6232,passed,"[('httptcomfswtystacasualties', 1), ('another', 1), ('central', 1), ('command', 1), ('casualties', 1), ('pray', 1), ('day', 1), ('thankfully', 1), ('confirmed', 1), ('new', 1), ('please', 1)]"
6230,thankfully,"[('httptcomfswtystacasualties', 1), ('another', 1), ('central', 1), ('command', 1), ('casualties', 1), ('pray', 1), ('day', 1), ('confirmed', 1), ('new', 1), ('passed', 1), ('please', 1)]"
6229,command,"[('httptcomfswtystacasualties', 1), ('another', 1), ('central', 1), ('casualties', 1), ('pray', 1), ('day', 1), ('thankfully', 1), ('confirmed', 1), ('new', 1), ('passed', 1), ('please', 1)]"
955,reuters,"[('httptcomdnugvubwn', 1), ('yugvaniambulance', 1), ('ambulance', 2), ('pakistani', 2), ('crash', 2), ('helicopter', 2), ('feared', 2), ('killed', 2), ('air', 2), ('twelve', 2), ('httptcoshzpyiqokambulance', 1)]"
954,yugvaniambulance,"[('httptcomdnugvubwn', 1), ('ambulance', 1), ('pakistani', 1), ('reuters', 1), ('crash', 1), ('helicopter', 1), ('feared', 1), ('killed', 1), ('air', 1), ('twelve', 1)]"
5320,australian,"[('httptcolwwojxttivbridgecollapse', 1), ('australias', 2), ('warne', 3), ('shocked', 3), ('ani', 2), ('johannesburg', 2), ('bridge', 2), ('collapse', 3), ('aug', 2), ('epic', 2), ('legendary', 2), ('trent', 2), ('pine', 1), ('via', 1), ('gallipoli', 1), ('httptcodorfxofb', 1), ('lone', 1), ('sutherland', 1), ('theleadernewscasualties', 1), ('casualties', 1), ('students', 1), ('remember', 1), ('httpstcohsgktezucncollapse', 1), ('yahoo', 1), ('ponting', 1), ('cricket', 1), ('india', 1), ('httptcolwwojxttivcollapse', 1)]"
5316,shocked,"[('httptcolwwojxttivbridgecollapse', 1), ('australias', 2), ('warne', 3), ('ani', 2), ('johannesburg', 2), ('bridge', 2), ('collapse', 3), ('aug', 2), ('australian', 3), ('epic', 2), ('legendary', 2), ('trent', 2), ('httpstcohsgktezucncollapse', 1), ('yahoo', 1), ('ponting', 1), ('cricket', 1), ('india', 1), ('httptcolwwojxttivcollapse', 1)]"
5317,ani,"[('httptcolwwojxttivbridgecollapse', 1), ('australias', 2), ('warne', 2), ('shocked', 2), ('johannesburg', 2), ('bridge', 2), ('collapse', 2), ('aug', 2), ('australian', 2), ('epic', 2), ('legendary', 2), ('trent', 2), ('httptcolwwojxttivcollapse', 1)]"
5319,aug,"[('httptcolwwojxttivbridgecollapse', 1), ('australias', 2), ('warne', 2), ('shocked', 2), ('ani', 2), ('johannesburg', 2), ('bridge', 2), ('collapse', 2), ('australian', 2), ('epic', 2), ('legendary', 2), ('trent', 2), ('httptcolwwojxttivcollapse', 1)]"
5321,epic,"[('httptcolwwojxttivbridgecollapse', 1), ('australias', 2), ('warne', 2), ('shocked', 2), ('ani', 2), ('johannesburg', 2), ('bridge', 2), ('collapse', 2), ('aug', 2), ('australian', 2), ('legendary', 2), ('trent', 2), ('burning', 2), ('buildings', 2), ('pledge', 2), ('pope', 2), ('city', 2), ('buildingsburning', 1), ('allegiance', 2), ('burningbuildings', 1), ('httptcolwwojxttivcollapse', 1)]"
5322,legendary,"[('httptcolwwojxttivbridgecollapse', 1), ('australias', 2), ('warne', 2), ('shocked', 2), ('ani', 2), ('johannesburg', 2), ('bridge', 2), ('collapse', 2), ('aug', 2), ('australian', 2), ('epic', 2), ('trent', 2), ('httptcolwwojxttivcollapse', 1)]"
5318,johannesburg,"[('httptcolwwojxttivbridgecollapse', 1), ('australias', 2), ('warne', 2), ('shocked', 2), ('ani', 2), ('bridge', 2), ('collapse', 2), ('aug', 2), ('australian', 2), ('epic', 2), ('legendary', 2), ('trent', 2), ('httptcolwwojxttivcollapse', 1)]"
5315,warne,"[('httptcolwwojxttivbridgecollapse', 1), ('australias', 2), ('shocked', 3), ('ani', 2), ('johannesburg', 2), ('bridge', 2), ('collapse', 3), ('aug', 2), ('australian', 3), ('epic', 2), ('legendary', 2), ('trent', 2), ('httpstcohsgktezucncollapse', 1), ('yahoo', 1), ('ponting', 1), ('cricket', 1), ('india', 1), ('httptcolwwojxttivcollapse', 1)]"
6502,[reviews],"[('httptcolvbuwyohcatastrophe', 1), ('funny', 1), ('movie', 1), ('pixelsmovie', 1), ('review', 1), ('catastrophe', 1)]"
6503,pixelsmovie,"[('httptcolvbuwyohcatastrophe', 1), ('funny', 1), ('movie', 1), ('[reviews]', 1), ('review', 1), ('catastrophe', 1)]"
5328,fox,"[('httptcolunaflyybridgecollapse', 1), ('injured', 1), ('mexico', 1), ('central', 1), ('bridge', 1), ('collapse', 1), ('news', 1), ('missing', 1), ('latino', 1), ('mhtwfnetpakistan', 1), ('crashed', 1), ('newscrashed', 1), ('says', 1), ('fd', 1), ('army', 1), ('countrys', 1), ('restive', 1), ('northwest', 1), ('helicopter', 1)]"
4238,juice,"[('httptcoluigmhmaibloody', 1), ('bloody', 1), ('sink', 1), ('beet', 1), ('mary', 1), ('icegt;gt;gt;gt;crushed', 1), ('crushed', 1), ('mango', 1)]"
4240,beet,"[('httptcoluigmhmaibloody', 1), ('bloody', 1), ('juice', 1), ('sink', 1), ('mary', 1)]"
4239,sink,"[('httptcoluigmhmaibloody', 1), ('bloody', 1), ('juice', 1), ('beet', 1), ('mary', 1)]"
1306,changeannihilation,"[('httptcolojoorouk', 1), ('via', 9), ('stop', 9), ('horse', 8), ('forest', 8), ('national', 8), ('annihilation', 9), ('tonto', 8), ('park', 8), ('river', 9), ('us', 8), ('services', 8), ('salt', 9), ('wild', 9), ('httpstcommvdspjp', 1), ('httpstcoswsbuamn', 1), ('httptcokpqkcgm', 1), ('httpstcomatijwkzbh', 1), ('horses', 1), ('httptcowvobvvtxkg', 1), ('httpstcoxwnoaw', 1), ('httpstcofekgybyf', 1), ('httptcosbrshccj', 1)]"
1311,salt,"[('httptcolojoorouk', 1), ('via', 9), ('changeannihilation', 9), ('stop', 10), ('horse', 8), ('forest', 8), ('national', 8), ('annihilation', 10), ('tonto', 8), ('park', 8), ('river', 10), ('us', 8), ('services', 8), ('wild', 9), ('httpstcommvdspjp', 1), ('httpstcoswsbuamn', 1), ('httptcokpqkcgm', 1), ('thxannihilation', 1), ('theellenshow', 1), ('happen', 1), ('check', 1), ('horses', 2), ('org', 1), ('signatureschange', 1), ('help', 1), ('without', 1), ('please', 1), ('httpstcomatijwkzbh', 1), ('httptcowvobvvtxkg', 1), ('httpstcoxwnoaw', 1), ('httpstcofekgybyf', 1), ('httptcosbrshccj', 1)]"
1312,wild,"[('httptcolojoorouk', 1), ('via', 9), ('changeannihilation', 9), ('stop', 9), ('horse', 8), ('forest', 8), ('national', 8), ('annihilation', 9), ('tonto', 8), ('park', 8), ('river', 9), ('us', 8), ('services', 8), ('salt', 9), ('httpstcommvdspjp', 1), ('httpstcoswsbuamn', 1), ('save', 1), ('share', 1), ('httptcotssxphufe', 1), ('horses', 1), ('annihilation', 1), ('petition', 1), ('kimkardashian', 1), ('sign', 1), ('arizona', 1), ('please', 1), ('httptcokpqkcgm', 1), ('httpstcomatijwkzbh', 1), ('horses', 1), ('httptcowvobvvtxkg', 1), ('httpstcoxwnoaw', 1), ('httpstcofekgybyf', 1), ('httptcosbrshccj', 1), ('around', 1), ('elijahmallari', 1), ('apartment', 1), ('work', 1), ('things', 1), ('bar', 1), ('running', 1), ('bleeding', 1), ('tammyw', 1), ('hes', 1)]"
1310,park,"[('httptcolojoorouk', 1), ('via', 8), ('changeannihilation', 8), ('stop', 8), ('horse', 8), ('forest', 8), ('national', 8), ('annihilation', 8), ('tonto', 8), ('river', 8), ('us', 8), ('services', 8), ('salt', 8), ('wild', 8), ('httpstcommvdspjp', 1), ('httpstcoswsbuamn', 1), ('httptcokpqkcgm', 1), ('httpstcomatijwkzbh', 1), ('httpstcoxwnoaw', 1), ('httpstcofekgybyf', 1), ('httptcosbrshccj', 1), ('asked', 1), ('moveitblight', 1), ('community', 1), ('first', 1), ('zippoline', 1), ('one', 1), ('wants', 1), ('use', 1), ('blight', 1), ('never', 1), ('parksboardfacts', 1), ('happened', 1), ('emergency', 1), ('building', 1), ('industry', 1), ('collapsed', 1), ('krefeld', 1), ('incident', 1), ('underway', 1), ('cnnbrk', 1), ('operations', 1), ('reportly', 1), ('ntvdechemicalemergency', 1), ('chemical', 1)]"
1309,tonto,"[('httptcolojoorouk', 1), ('via', 8), ('changeannihilation', 8), ('stop', 8), ('horse', 8), ('forest', 8), ('national', 8), ('annihilation', 8), ('park', 8), ('river', 8), ('us', 8), ('services', 8), ('salt', 8), ('wild', 8), ('httpstcommvdspjp', 1), ('httpstcoswsbuamn', 1), ('httptcokpqkcgm', 1), ('httpstcomatijwkzbh', 1), ('httpstcoxwnoaw', 1), ('httpstcofekgybyf', 1), ('httptcosbrshccj', 1)]"
1308,national,"[('httptcolojoorouk', 1), ('via', 8), ('changeannihilation', 8), ('stop', 8), ('horse', 8), ('forest', 8), ('annihilation', 8), ('tonto', 8), ('park', 8), ('river', 8), ('us', 8), ('services', 8), ('salt', 8), ('wild', 8), ('httpstcommvdspjp', 1), ('httpstcoswsbuamn', 1), ('httptcokpqkcgm', 1), ('httpstcomatijwkzbh', 1), ('httpstcoxwnoaw', 1), ('httpstcofekgybyf', 1), ('httptcosbrshccj', 1)]"
1307,horse,"[('httptcolojoorouk', 1), ('via', 8), ('changeannihilation', 8), ('stop', 8), ('forest', 8), ('national', 8), ('annihilation', 8), ('tonto', 8), ('park', 8), ('river', 8), ('us', 8), ('services', 8), ('salt', 8), ('wild', 8), ('httpstcommvdspjp', 1), ('httpstcoswsbuamn', 1), ('httptcokpqkcgm', 1), ('httpstcomatijwkzbh', 1), ('httpstcoxwnoaw', 1), ('httpstcofekgybyf', 1), ('httptcosbrshccj', 1), ('animal', 3), ('petition', 3), ('collapsed', 3), ('heartless', 3), ('|', 3), ('told', 3), ('whipped', 3), ('act', 3), ('keep', 3), ('httptconjrjxqbjrcollapsed', 1), ('owner', 3), ('httptcoymcwwdjcollapsed', 1), ('httptcoefcbiczmcollapsed', 1)]"
5753,complex,"[('httptcolfnippnotoburned', 1), ('burned', 1), ('county', 1), ('fires', 1), ('acres', 1), ('river', 1), ('mad', 1), ('contained', 1), ('trinity', 1)]"
5754,contained,"[('httptcolfnippnotoburned', 1), ('burned', 1), ('county', 1), ('fires', 1), ('acres', 1), ('complex', 1), ('river', 1), ('mad', 1), ('trinity', 1)]"
904,g,"[('httptcokxxnszpnkairplaneaccident', 1), ('rip', 1), ('believe', 1), ('broairplane', 1), ('accident', 1), ('boing', 1), ('jetengine', 1), ('turbojet', 1), ('dont', 1), ('omg', 1), ('kingdom', 1), ('httptcozzcewewarmy', 1), ('build', 1), ('army', 1), ('lzktjnox', 1), ('lead', 1), ('httpsyoutustart', 1), ('friend', 1), ('victory', 1), ('code', 1), ('member', 1), ('mrc', 1), ('potus', 1), ('richard', 1), ('learn', 1), ('commission', 1), ('brig', 1), ('httptcovdukcvyjyarmy', 1), ('river', 1), ('mississippi', 1), ('appoints', 1), ('kaiser', 1), ('gen', 1), ('cherry', 1), ('would', 1), ('doubleghats', 1), ('httptcojsuhupzvp', 1), ('outfit', 1), ('cyclone', 1), ('top', 1), ('double', 1), ('httptconvrffrbocyclone', 1), ('ootd', 1)]"
906,boing,"[('httptcokxxnszpnkairplaneaccident', 1), ('g', 1), ('rip', 1), ('believe', 1), ('broairplane', 1), ('accident', 1), ('jetengine', 1), ('turbojet', 1), ('dont', 1), ('omg', 1)]"
907,jetengine,"[('httptcokxxnszpnkairplaneaccident', 1), ('g', 1), ('rip', 1), ('believe', 1), ('broairplane', 1), ('accident', 1), ('boing', 1), ('turbojet', 1), ('dont', 1), ('omg', 1)]"
908,turbojet,"[('httptcokxxnszpnkairplaneaccident', 1), ('g', 1), ('rip', 1), ('believe', 1), ('broairplane', 1), ('accident', 1), ('boing', 1), ('jetengine', 1), ('dont', 1), ('omg', 1)]"
905,broairplane,"[('httptcokxxnszpnkairplaneaccident', 1), ('g', 1), ('rip', 1), ('believe', 1), ('accident', 1), ('boing', 1), ('jetengine', 1), ('turbojet', 1), ('dont', 1), ('omg', 1)]"
5279,central,"[('httptcokhfihabridgecollapse', 1), ('injured', 2), ('mexico', 2), ('bridge', 3), ('collapse', 3), ('missing', 2), ('fox', 1), ('httptcolunaflyybridgecollapse', 1), ('news', 1), ('latino', 1), ('town', 1), ('rescuers', 1), ('cranes', 1), ('searching', 1), ('buildings', 1), ('forbridgecollapse', 1), ('restoring', 1), ('alphen', 1), ('dutch', 1), ('den', 1), ('aan', 1), ('rijn', 1), ('two', 1), ('httptcomfswtystacasualties', 1), ('another', 1), ('command', 1), ('casualties', 1), ('pray', 1), ('day', 1), ('thankfully', 1), ('confirmed', 1), ('new', 1), ('passed', 1), ('please', 1)]"
2895,packages,"[('httptcokdqxtwsbioterror', 1), ('potential', 1), ('nyse', 1), ('fdx', 1), ('fedex', 1), ('corp', 1), ('pathogens', 1), ('deliver', 1), ('ship', 1), ('bioterror', 1), ('longer', 1)]"
2897,fdx,"[('httptcokdqxtwsbioterror', 1), ('packages', 1), ('potential', 1), ('nyse', 1), ('fedex', 1), ('corp', 1), ('pathogens', 1), ('deliver', 1), ('ship', 1), ('bioterror', 1), ('longer', 1)]"
2898,corp,"[('httptcokdqxtwsbioterror', 1), ('packages', 1), ('potential', 1), ('nyse', 1), ('fdx', 1), ('fedex', 1), ('pathogens', 1), ('deliver', 1), ('ship', 1), ('bioterror', 1), ('longer', 1)]"
2899,deliver,"[('httptcokdqxtwsbioterror', 1), ('packages', 1), ('potential', 1), ('nyse', 1), ('fdx', 1), ('fedex', 1), ('corp', 1), ('pathogens', 1), ('ship', 1), ('bioterror', 1), ('longer', 1), ('cash', 1), ('value', 1), ('httptcoukhhozncrash', 1), ('crash', 1), ('course', 1), ('source', 1), ('httptcostfgblsye', 1)]"
2896,nyse,"[('httptcokdqxtwsbioterror', 1), ('packages', 1), ('potential', 1), ('fdx', 1), ('fedex', 1), ('corp', 1), ('pathogens', 1), ('deliver', 1), ('ship', 1), ('bioterror', 1), ('longer', 1)]"
6949,lasting,"[('httptcojzwrisxepfcollapse', 1), ('economic', 1), ('specific', 1), ('wealth', 1), ('securing', 1), ('collapse', 1), ('blowout', 1), ('actions', 1), ('financial', 1), ('strategies', 1), ('investing', 1)]"
6953,actions,"[('httptcojzwrisxepfcollapse', 1), ('economic', 1), ('lasting', 1), ('specific', 1), ('wealth', 1), ('securing', 1), ('collapse', 1), ('blowout', 1), ('financial', 1), ('strategies', 1), ('investing', 1)]"
6955,investing,"[('httptcojzwrisxepfcollapse', 1), ('economic', 1), ('lasting', 1), ('specific', 1), ('wealth', 1), ('securing', 1), ('collapse', 1), ('blowout', 1), ('actions', 1), ('financial', 1), ('strategies', 1)]"
6954,strategies,"[('httptcojzwrisxepfcollapse', 1), ('economic', 1), ('lasting', 1), ('specific', 1), ('wealth', 1), ('securing', 1), ('collapse', 1), ('blowout', 1), ('actions', 1), ('financial', 1), ('investing', 1)]"
6952,blowout,"[('httptcojzwrisxepfcollapse', 1), ('economic', 1), ('lasting', 1), ('specific', 1), ('wealth', 1), ('securing', 1), ('collapse', 1), ('actions', 1), ('financial', 1), ('strategies', 1), ('investing', 1)]"
6951,securing,"[('httptcojzwrisxepfcollapse', 1), ('economic', 1), ('lasting', 1), ('specific', 1), ('wealth', 1), ('collapse', 1), ('blowout', 1), ('actions', 1), ('financial', 1), ('strategies', 1), ('investing', 1)]"
6950,wealth,"[('httptcojzwrisxepfcollapse', 1), ('economic', 1), ('lasting', 1), ('specific', 1), ('securing', 1), ('collapse', 1), ('blowout', 1), ('actions', 1), ('financial', 1), ('strategies', 1), ('investing', 1)]"
5301,lambasts,"[('httptcojpxylac', 1), ('congress', 1), ('natural', 1), ('bridge', 1), ('mpp', 1), ('collapse', 1), ('yugvanibridgecollapse', 1), ('manmade', 1), ('calamity', 1), ('kanglaonline', 1)]"
5303,calamity,"[('httptcojpxylac', 1), ('congress', 1), ('natural', 1), ('bridge', 1), ('mpp', 1), ('collapse', 1), ('yugvanibridgecollapse', 1), ('lambasts', 1), ('manmade', 1), ('kanglaonline', 1)]"
5304,kanglaonline,"[('httptcojpxylac', 1), ('congress', 1), ('natural', 1), ('bridge', 1), ('mpp', 1), ('collapse', 1), ('yugvanibridgecollapse', 1), ('lambasts', 1), ('manmade', 1), ('calamity', 1)]"
5302,manmade,"[('httptcojpxylac', 1), ('congress', 1), ('natural', 1), ('bridge', 1), ('mpp', 1), ('collapse', 1), ('yugvanibridgecollapse', 1), ('lambasts', 1), ('calamity', 1), ('kanglaonline', 1), ('jamesmelville', 1), ('catastrophic', 1), ('scientists', 1), ('believe', 1), ('don\x89ûªt', 1), ('warming', 1), ('docatastrophic', 1), ('deluded', 1), ('global', 1), ('apano', 1)]"
5300,yugvanibridgecollapse,"[('httptcojpxylac', 1), ('congress', 1), ('natural', 1), ('bridge', 1), ('mpp', 1), ('collapse', 1), ('lambasts', 1), ('manmade', 1), ('calamity', 1), ('kanglaonline', 1)]"
5299,mpp,"[('httptcojpxylac', 1), ('congress', 1), ('natural', 1), ('bridge', 1), ('collapse', 1), ('yugvanibridgecollapse', 1), ('lambasts', 1), ('manmade', 1), ('calamity', 1), ('kanglaonline', 1)]"
5298,natural,"[('httptcojpxylac', 1), ('congress', 1), ('bridge', 1), ('mpp', 1), ('collapse', 1), ('yugvanibridgecollapse', 1), ('lambasts', 1), ('manmade', 1), ('calamity', 1), ('kanglaonline', 1)]"
4041,pressure,"[('httptcojphgplcxblood', 1), ('hemc', 1), ('bp', 1), ('automatic', 1), ('blood', 3), ('cuffs', 1), ('large', 1), ('httptcogjbainqwn', 1), ('omron', 1), ('standard', 1), ('monitor', 1), ('shitblood', 1), ('extra', 1), ('roof', 1), ('dont', 3), ('need', 1), ('cant', 1), ('stressful', 1), ('decisionsondecisionsblood', 1), ('mid', 1), ('believe', 1), ('high', 1), ('life', 1), ('people', 1), ('bad', 1), ('profit', 1), ('term', 1), ('know', 1), ('bees', 1), ('short', 1), ('give', 1), ('httptcoanutoopkfchemicalemergency', 1), ('obsessed', 1), ('companies', 1), ('chemical', 1)]"
4040,cuffs,"[('httptcojphgplcxblood', 1), ('hemc', 1), ('bp', 1), ('automatic', 1), ('blood', 1), ('pressure', 1), ('large', 1), ('httptcogjbainqwn', 1), ('omron', 1), ('standard', 1), ('monitor', 1)]"
4043,httptcogjbainqwn,"[('httptcojphgplcxblood', 1), ('hemc', 1), ('bp', 1), ('automatic', 1), ('blood', 1), ('cuffs', 1), ('pressure', 1), ('large', 1), ('omron', 1), ('standard', 1), ('monitor', 1)]"
4044,omron,"[('httptcojphgplcxblood', 1), ('hemc', 1), ('bp', 1), ('automatic', 1), ('blood', 1), ('cuffs', 1), ('pressure', 1), ('large', 1), ('httptcogjbainqwn', 1), ('standard', 1), ('monitor', 1)]"
4046,monitor,"[('httptcojphgplcxblood', 1), ('hemc', 1), ('bp', 1), ('automatic', 1), ('blood', 1), ('cuffs', 1), ('pressure', 1), ('large', 1), ('httptcogjbainqwn', 1), ('omron', 1), ('standard', 1)]"
4045,standard,"[('httptcojphgplcxblood', 1), ('hemc', 1), ('bp', 1), ('automatic', 1), ('blood', 1), ('cuffs', 1), ('pressure', 1), ('large', 1), ('httptcogjbainqwn', 1), ('omron', 1), ('monitor', 1)]"
